gtfs_id,stop_code,name,stop_desc,lat,lon,transport:zone,url,location_type,parent_station
880506,,"North / Kenilworth",, -27.541605, 151.950684,,,0,
880507,,"Robsart St",, -27.542709, 151.950317,,,0,
880508,,"Kenilworth St",, -27.544571, 151.949997,,,0,
880509,,"Martin Klein Park",, -27.545437, 151.952072,,,0,
880510,,"Hagan St",, -27.545816, 151.954224,,,0,
880511,,"Kelfield St",, -27.546812, 151.955795,,,0,
880512,,"Robinson St",, -27.547844, 151.955627,,,0,
880513,,"Delacy St",, -27.550125, 151.955261,,,0,
880514,,"Defiance Mill",, -27.555618, 151.954025,,,0,
880515,,"Bowen St",, -27.558220, 151.953964,,,0,
880516,,"Anzac / Stephen",, -27.569530, 151.927094,,,0,
880517,,"Concordia College",, -27.570841, 151.931259,,,0,
880518,,"Stephen St",, -27.571301, 151.934616,,,0,
880519,,"Fourth / Stephen",, -27.571922, 151.936584,,,0,
880520,,"Memory St",, -27.573679, 151.936264,,,0,
880521,,"Fourth Ave",, -27.575056, 151.936005,,,0,
880522,,"Harristown State School",, -27.575111, 151.933975,,,0,
880525,,"Harristown State High School (interchange)",, -27.573790, 151.933670,,,0,
880526,,"Burton St",, -27.577244, 151.931641,,,0,
880527,,"Watkins Ct",, -27.578096, 151.934433,,,0,
880528,,"Buckland St",, -27.578388, 151.936554,,,0,
880529,,"Farquharson St",, -27.580082, 151.935654,,,0,
880530,,"Tower Shopping Village",, -27.581514, 151.934372,,,0,
880531,,"Garden City Cabs",, -27.583494, 151.933121,,,0,
880532,,"Corriedale Cr",, -27.585108, 151.932663,,,0,
880533,,"Eiser St",, -27.586363, 151.932281,,,0,
880534,,"Drayton Villas",, -27.587980, 151.930817,,,0,
880535,,"Macdonaldtown Shopping Centre",, -27.588900, 151.929733,,,0,
880536,,"Smithfield St",, -27.588638, 151.927887,,,0,
880537,,"Friend St",, -27.588291, 151.925522,,,0,
880538,,"Arabian St",, -27.588627, 151.925232,,,0,
880539,,"Clarice St",, -27.589613, 151.925064,,,0,
880540,,"Gipps St",, -27.591202, 151.922867,,,0,
880541,,"Watts St",, -27.592033, 151.921753,,,0,
880542,,"Ball St",, -27.594128, 151.920258,,,0,
880543,,"Luck St",, -27.594624, 151.921982,,,0,
880544,,"Eucalyptus Dr",, -27.593655, 151.923309,,,0,
880545,,"Brose St",, -27.592255, 151.925201,,,0,
880546,,"Wuth St",, -27.591534, 151.926956,,,0,
880547,,"Dyson Dr",, -27.592928, 151.928268,,,0,
880555,,"Wuth / Platz",, -27.595875, 151.930923,,,0,
880556,,"Darlling Heights State School",, -27.597507, 151.932404,,,0,
880557,,"Bond Ct",, -27.599850, 151.934402,,,0,
880558,,"Collard Ct",, -27.601187, 151.935577,,,0,
880559,,"Collard Ct",, -27.601027, 151.935333,,,0,
880560,,"Bond Ct",, -27.599659, 151.934113,,,0,
880561,,"Darling Heights State School",, -27.597235, 151.931976,,,0,
880562,,"Wuth / Platz",, -27.595804, 151.930725,,,0,
880569,,"Dyson Dr",, -27.592962, 151.928162,,,0,
880570,,"Wuth St",, -27.591465, 151.926743,,,0,
880571,,"Brose St",, -27.592321, 151.925201,,,0,
880572,,"Eucalyptus Dr",, -27.593710, 151.923309,,,0,
880573,,"Luck St",, -27.594900, 151.921921,,,0,
880574,,"Ball St",, -27.594448, 151.920425,,,0,
880575,,"Watts St",, -27.591927, 151.921661,,,0,
880576,,"Gipps St",, -27.591091, 151.922791,,,0,
880577,,"Clarice St",, -27.589605, 151.924957,,,0,
880578,,"Arabian St",, -27.588270, 151.925186,,,0,
880579,,"Smithfield St",, -27.588518, 151.927551,,,0,
880580,,"Macdonaldtown Shopping Centre",, -27.588669, 151.929779,,,0,
880581,,"Drayton Villas",, -27.587923, 151.930695,,,0,
880582,,"Eiser St",, -27.586308, 151.932159,,,0,
880583,,"Corriedale Cr",, -27.585203, 151.932480,,,0,
880584,,"Garden City Cabs",, -27.583189, 151.933075,,,0,
880585,,"Tower Shopping Village",, -27.581438, 151.934265,,,0,
880586,,"Farquharson St",, -27.580219, 151.935364,,,0,
880587,,"Buckland St",, -27.578440, 151.936523,,,0,
880588,,"Watkins Ct",, -27.578117, 151.934235,,,0,
880589,,"Burton St",, -27.577208, 151.931549,,,0,
880590,,"Justin St",, -27.575115, 151.934265,,,0,
880591,,"Fourth Ave",, -27.575069, 151.935898,,,0,
880592,,"Memory St",, -27.573664, 151.936157,,,0,
880593,,"Fourth / Stephen",, -27.571861, 151.936508,,,0,
880594,,"Stephen St",, -27.571394, 151.934555,,,0,
880595,,"Concordia College",, -27.570877, 151.930817,,,0,
880596,,"Anzac / Stephen",, -27.569664, 151.926773,,,0,
880597,,"Devine St",, -27.568506, 151.927643,,,0,
880598,,"Toowoomba PCYC",, -27.568148, 151.948227,,,0,
880599,,"Toowoomba South State School",, -27.569300, 151.952072,,,0,
880600,,"St Saviour's School",, -27.571026, 151.951736,,,0,
880601,,"Stephen St",, -27.573999, 151.951157,,,0,
880602,,"Grey St",, -27.576395, 151.950790,,,0,
880603,,"Beirne St",, -27.577902, 151.950531,,,0,
880604,,"Ruthven / South",, -27.578945, 151.950348,,,0,
880605,,"Morton St",, -27.580593, 151.950058,,,0,
880606,,"Pierce St",, -27.582487, 151.949738,,,0,
880607,,"Jacaranda Place",, -27.583519, 151.949539,,,0,
880608,,"Haig St",, -27.584816, 151.949921,,,0,
880609,,"Gabbett Walk",, -27.585060, 151.951401,,,0,
880610,,"Alderley / Hume",, -27.585316, 151.953171,,,0,
880611,,"Hume / Alderley",, -27.586016, 151.953568,,,0,
880612,,"Courins St",, -27.587440, 151.953308,,,0,
880613,,"Neil E Robinson Park",, -27.591259, 151.952637,,,0,
880614,,"Jull St",, -27.592442, 151.952408,,,0,
880615,,"Toowoomba Homemaker Centre",, -27.595827, 151.947449,,,0,
880616,,"Beer Ct",, -27.598116, 151.947067,,,0,
880617,,"Kingfisher Av",, -27.600376, 151.945297,,,0,
880618,,"Kearneys Spring Park",, -27.599867, 151.941727,,,0,
880619,,"Spring / West",, -27.599253, 151.937210,,,0,
880620,,"Spring / West",, -27.599171, 151.937225,,,0,
880621,,"Kearneys Spring Park",, -27.599792, 151.941711,,,0,
880622,,"Kingfisher Av",, -27.600201, 151.944702,,,0,
880623,,"Beer Ct",, -27.598419, 151.946808,,,0,
880625,,"Jull St",, -27.592562, 151.952301,,,0,
880626,,"Nell E Robinson Park",, -27.590803, 151.952621,,,0,
880627,,"Cousins St",, -27.587624, 151.953186,,,0,
880628,,"Hume / Alderley",, -27.586054, 151.953476,,,0,
880629,,"Alderley / Hume",, -27.585400, 151.953064,,,0,
880630,,"Gasbbett Walk",, -27.585136, 151.951218,,,0,
880631,,"Haig St",, -27.584986, 151.950058,,,0,
880632,,"Jacaranda Place",, -27.583212, 151.949463,,,0,
880633,,"Morton St",, -27.580650, 151.949921,,,0,
880634,,"Beirne St",, -27.577890, 151.950394,,,0,
880635,,"Grey St",, -27.576273, 151.950668,,,0,
880636,,"Stephen St",, -27.574299, 151.951004,,,0,
880637,,"Ruthven / Perth",, -27.572775, 151.951294,,,0,
880638,,"Toowoomba South State School",, -27.570366, 151.951706,,,0,
880639,,"Rutledge St",, -27.568665, 151.950974,,,0,
880641,,"St Saviour's School",, -27.572721, 151.952911,,,0,
880642,,"Transport and Main Roads",, -27.563227, 151.959610,,,0,
880643,,"Boyes Ln",, -27.565704, 151.961319,,,0,
880644,,"Herbert St",, -27.567581, 151.962677,,,0,
880645,,"Perth / Ramsay",, -27.574333, 151.963989,,,0,
880646,,"Macarthur St",, -27.574209, 151.962769,,,0,
880647,,"Macarthur St",, -27.573856, 151.961395,,,0,
880648,,"Perth / Ramsay",, -27.574177, 151.963776,,,0,
880649,,"Tolmie St",, -27.575033, 151.964340,,,0,
880650,,"Ramsay / Long",, -27.577108, 151.963989,,,0,
880651,,"Centenary Heights State High School",, -27.579855, 151.963516,,,0,
880652,,"Norah St",, -27.581730, 151.963196,,,0,
880653,,"Flinders St",, -27.583172, 151.963257,,,0,
880654,,"Rowe St",, -27.583813, 151.966583,,,0,
880655,,"Cassia St",, -27.584612, 151.970230,,,0,
880662,,"Mackenzie / Debra",, -27.590931, 151.970551,,,0,
880663,,"Ballin Dr",, -27.592438, 151.970230,,,0,
880664,,"Gabbinbar State School",, -27.596004, 151.968292,,,0,
880672,,"Spring / Ramsay",, -27.602207, 151.958817,,,0,
880673,,"Lourdes Home",, -27.601665, 151.954910,,,0,
880674,,"Yukana Retirment Village",, -27.600708, 151.947922,,,0,
880675,,"Kearney Springs Sports Complex",, -27.602915, 151.946335,,,0,
880676,,"Albion St",, -27.605253, 151.945938,,,0,
880677,,"Freyling Park",, -27.610003, 151.945206,,,0,
880678,,"Pixie Dr",, -27.611128, 151.941635,,,0,
880679,,"Pixie Dr",, -27.611076, 151.941879,,,0,
880680,,"Freyling Park",, -27.609856, 151.945038,,,0,
880681,,"Albion St",, -27.605631, 151.945724,,,0,
880682,,"Kearney Springs Sports Complex",, -27.602892, 151.946136,,,0,
880683,,"Yukana Retirement Village",, -27.600649, 151.948135,,,0,
880684,,"Christian Outreach College",, -27.600822, 151.949417,,,0,
880685,,"Lourdes Home",, -27.601385, 151.953568,,,0,
880686,,"Middle Ridge State School",, -27.601692, 151.955841,,,0,
880687,,"Spring / Ramsay",, -27.602110, 151.958664,,,0,
880695,,"Gabbinbar State School",, -27.595926, 151.968536,,,0,
880696,,"Gabbinbar State School (Mackenzie)",, -27.594797, 151.969727,,,0,
880697,,"Ballin Dr",, -27.592474, 151.970139,,,0,
880698,,"Mackenzie / Debra",, -27.590633, 151.970474,,,0,
880704,,"Wentworth St",, -27.587280, 151.969971,,,0,
880705,,"Boronia St",, -27.586023, 151.970184,,,0,
880706,,"Cassia St",, -27.584627, 151.970169,,,0,
880707,,"Emmerson Park",, -27.584148, 151.968552,,,0,
880708,,"Rowe St",, -27.583879, 151.966614,,,0,
880709,,"Liechhardt St",, -27.583580, 151.964325,,,0,
880710,,"Flinders St",, -27.583261, 151.963242,,,0,
880711,,"Norah St",, -27.581783, 151.963089,,,0,
880712,,"St Thomas Moore School",, -27.580717, 151.963242,,,0,
880713,,"Centenary Heights State High School",, -27.579353, 151.963486,,,0,
880714,,"Ramsay / Long",, -27.576801, 151.963959,,,0,
880715,,"Tolmie St",, -27.574772, 151.964294,,,0,
880716,,"Boyes Ln",, -27.565580, 151.961060,,,0,
880717,,"Transport and Main Roads",, -27.563593, 151.959732,,,0,
880718,,"Toowoomba Grammar School",, -27.562891, 151.968140,,,0,
880719,,"Whiteoaks",, -27.564022, 151.973663,,,0,
880720,,"Medici Medical Centre",, -27.565670, 151.973404,,,0,
880721,,"St Vincent's Hospital",, -27.565731, 151.971786,,,0,
880722,,"Ipswich St",, -27.569103, 151.969406,,,0,
880723,,"Range Shopping Centre",, -27.571928, 151.976685,,,0,
880731,,"High Street Plaza",, -27.586088, 151.977737,,,0,
880752,,"Range Shopping Centre",, -27.572025, 151.976486,,,0,
880753,,"St Joseph's College",, -27.571436, 151.971985,,,0,
880754,,"John St",, -27.570282, 151.966187,,,0,
880755,,"John / Ipswich",, -27.568775, 151.966446,,,0,
880756,,"Ipswich St",, -27.569040, 151.969513,,,0,
880757,,"Cedar St",, -27.567945, 151.970566,,,0,
880758,,"St Vincents Hospital",, -27.565643, 151.971848,,,0,
880760,,"Whiteoaks",, -27.563942, 151.973587,,,0,
880761,,"Mary St",, -27.562654, 151.965439,,,0,
880762,,"Lindsay St",, -27.562401, 151.963272,,,0,
880763,,"Queens Park",, -27.561991, 151.960342,,,0,
880764,,"Queens Park",, -27.561796, 151.959763,,,0,
880768,,"Downlands College",, -27.535772, 151.954788,,,0,
880769,,"Defiance Mill",, -27.555750, 151.954407,,,0,
880772,,"Bowen St",, -27.558231, 151.953735,,,0,
880774,,"McCarthy St",, -27.553894, 151.943283,,,0,
880775,,"Campbell St",, -27.553617, 151.941086,,,0,
880776,,"Bernard St",, -27.552975, 151.936600,,,0,
880777,,"Rose St",, -27.553490, 151.925430,,,0,
880779,,"Weck St",, -27.553066, 151.922272,,,0,
880780,,"Jimbour St",, -27.552774, 151.920227,,,0,
880781,,"Jacinta Ct",, -27.547907, 151.918411,,,0,
880782,,"Eulolo St",, -27.548286, 151.920868,,,0,
880783,,"Hopps St",, -27.548569, 151.922623,,,0,
880784,,"Captain Cook Reserve",, -27.546240, 151.924973,,,0,
880785,,"North / Greenwattle",, -27.537415, 151.920334,,,0,
880786,,"Paull St",, -27.539579, 151.917542,,,0,
880787,,"Bader Ct",, -27.539280, 151.915649,,,0,
880788,,"Truscott St",, -27.538101, 151.913864,,,0,
880789,,"Truscott / Lindburg",, -27.536701, 151.914230,,,0,
880790,,"Lindburg St",, -27.536112, 151.913315,,,0,
880791,,"Wright St",, -27.535069, 151.913727,,,0,
880792,,"Catalina Dr",, -27.534252, 151.914963,,,0,
880793,,"Wirraway Dr",, -27.534479, 151.916595,,,0,
880794,,"Crusader Ct",, -27.534649, 151.917892,,,0,
880795,,"Earhart St",, -27.535238, 151.918793,,,0,
880796,,"Earhart / Kingsford Smith",, -27.536236, 151.918564,,,0,
880797,,"Gladstone St",, -27.544203, 151.941483,,,0,
880798,,"Jellicoe / Gordon",, -27.544029, 151.939835,,,0,
880799,,"Fanny St",, -27.545958, 151.942810,,,0,
880800,,"Ethel St",, -27.548195, 151.932816,,,0,
880801,,"Bridge / Tor",, -27.547264, 151.930664,,,0,
880802,,"Sprott St",, -27.540789, 151.924667,,,0,
880803,,"Bischof St",, -27.537912, 151.925339,,,0,
880804,,"Risson St",, -27.538286, 151.927765,,,0,
880805,,"Makepeace St",, -27.533970, 151.937653,,,0,
880806,,"Esmond St",, -27.533936, 151.938858,,,0,
880807,,"Wine Drive Park",, -27.531189, 151.931152,,,0,
880808,,"David St",, -27.531485, 151.939301,,,0,
880809,,"Ballie Henderson Hosplital (Hogg)",, -27.528580, 151.937576,,,0,
880810,,"Sherry St",, -27.531267, 151.929596,,,0,
880811,,"Champagne St",, -27.531786, 151.927032,,,0,
880812,,"Chardonnay Ct",, -27.532743, 151.924957,,,0,
880813,,"Wine Dr",, -27.534180, 151.921829,,,0,
880814,,"Bus Queensland Toowoomba",, -27.551872, 151.914627,,,0,
880815,,"Cooper Road - School Service",, -27.556278, 151.893692,,,0,
880816,,"Harvey Road - School Service",, -27.560141, 151.885010,,,0,
880817,,"Ramsey Street - School Service",, -27.567986, 151.891098,,,0,
880819,,"Miles Street",, -27.565559, 151.923645,,,0,
880820,,"Cressbrook Court",, -27.558657, 151.917053,,,0,
880821,,"Glenvale State School",, -27.562630, 151.903900,,,0,
880822,,"Glennie School - School Service",, -27.562424, 151.936417,,,0,
880823,,"Munro Street - School Service",, -27.529449, 151.960129,,,0,
880824,,"Kookaburra Cr - School Service",, -27.570852, 151.898972,,,0,
880825,,"Phyllis St (School Service)",, -27.567120, 151.928604,,,0,
880826,,"Concordia Primary",, -27.575977, 151.928284,,,0,
880827,,"Pillar Street (School Service)",, -27.605761, 151.958862,,,0,
880828,,"Downlands College (Kate St - School Service)",, -27.533792, 151.958221,,,0,
880829,,"Mary / Herries - School Service",, -27.566175, 151.965622,,,0,
880830,,"South St / High St - School Service",, -27.582256, 151.977783,,,0,
880831,,"Hampton / Glenvale - School Service",, -27.564955, 151.922897,,,0,
880832,,"Drayton Rd / South St - School Service",, -27.575527, 151.939362,,,0,
880833,,"Griffiths St - school service",, -27.528913, 151.957077,,,0,
880834,,"Hogg / Greenwattle - School Service",, -27.526451, 151.922409,,,0,
