stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
860349,,"Keppel Sands",, -23.326418, 150.790863,,,0,
860350,,"Meikleville Street",, -23.113356, 150.746765,,,0,
860351,,"Stevenson Street",, -23.107924, 150.745514,,,0,
860352,,"Jarman Street",, -23.107380, 150.743927,,,0,
860353,,"Salisbury Street",, -23.105520, 150.744400,,,0,
860354,,"Mana Avenue",, -23.099302, 150.741165,,,0,
860355,,"Roberts Road",, -23.100109, 150.740829,,,0,
860356,,"Todd Avenue",, -23.112621, 150.749451,,,0,
860357,,"Kerr Street",, -23.112722, 150.749237,,,0,
860358,,"Wilson Street",, -23.118528, 150.749176,,,0,
860359,,"Dolphin Crescent",, -23.145018, 150.755310,,,0,
860360,,"Remora Close",, -23.145309, 150.751770,,,0,
860361,,"Palm Avenue",, -23.146755, 150.756317,,,0,
860363,,"Cassia Avenue",, -23.148848, 150.757233,,,0,
860364,,"Robinson Street / Dean Street",, -23.152340, 150.761017,,,0,
860365,,"Ashgrove Crescent",, -23.152805, 150.759872,,,0,
860366,,"Eden Way",, -23.119688, 150.736725,,,0,
860371,,"Cawarral State School",, -23.254261, 150.675491,,,0,
860372,,"Rockhampton Airport",, -23.378271, 150.478516,,,0,
860374,,"Scenic Hwy / Cawarral Rd",, -23.245604, 150.608658,,,0,
860375,,"Scenic Hwy / Cawarral Rd",, -23.245743, 150.608795,,,0,
860376,,"Scenic Highway 860376",, -23.284542, 150.569977,,,0,
860377,,"Scenic Highway 860377",, -23.281534, 150.582916,,,0,
860378,,"Connor Street",, -23.267910, 150.819778,,,0,
860379,,"Taranganba",, -23.154222, 150.754242,,,0,
860382,,"Smith Drive",, -23.107780, 150.748184,,,0,
860384,,"Lakes Creek (Dorly St)",, -23.387823, 150.566681,,,0,
860385,,"Hartington St",, -23.396595, 150.573471,,,0,
860386,,"Nerimberra School Road",, -23.406445, 150.585480,,,0,
860387,,"Black Creek Road",, -23.412922, 150.598694,,,0,
860388,,"Mulgoodoo Road",, -23.388151, 150.618240,,,0,
860389,,"Thompsons Point Road",, -23.383099, 150.627258,,,0,
860390,,"Leaholme Road",, -23.365461, 150.646759,,,0,
860391,,"Sleipner Road",, -23.349075, 150.660736,,,0,
860392,,"Sleipner Road",, -23.345844, 150.663376,,,0,
860393,,"Tuckers Road",, -23.320442, 150.681488,,,0,
860394,,"Hoffmans Road",, -23.341970, 150.711716,,,0,
860395,,"Higginsons Road",, -23.346930, 150.738495,,,0,
860396,,"Coowonga Street",, -23.348364, 150.757401,,,0,
860397,,"Keppel Sands",, -23.326216, 150.790894,,,0,
860398,,"Coowonga Street",, -23.349180, 150.758270,,,0,
860399,,"Higginsons Road",, -23.347292, 150.739212,,,0,
860400,,"Hoffmans Road",, -23.342859, 150.712402,,,0,
860401,,"Keppel Sands Road",, -23.314087, 150.688965,,,0,
860402,,"Tuckers Road",, -23.321007, 150.681381,,,0,
860403,,"Sleipner Road",, -23.346216, 150.663467,,,0,
860404,,"Sleipner Road",, -23.349272, 150.660919,,,0,
860405,,"Leaholme Road",, -23.365711, 150.646957,,,0,
860406,,"Thompsons Point Road",, -23.383402, 150.627457,,,0,
860407,,"Mulgoodoo Road",, -23.388317, 150.618271,,,0,
860408,,"Christophers Chapel Road",, -23.413197, 150.598526,,,0,
860409,,"Nerimberra School Road",, -23.407112, 150.586136,,,0,
860410,,"Hartington St",, -23.397398, 150.573929,,,0,
860413,,"Fowler Drive",, -23.144291, 150.723007,,,0,
860414,,"Jabiru Drive",, -23.151527, 150.713531,,,0,
860415,,"Jabiru Drive",, -23.150860, 150.712860,,,0,
860416,,"Club Estate",, -23.140997, 150.716934,,,0,
860417,,"Von Nida Crescent",, -23.142437, 150.715134,,,0,
860418,,"Condon Dr",, -23.134209, 150.723526,,,0,
860419,,"Divine Street",, -23.133543, 150.722870,,,0,
860420,,"Barmaryee Rd",, -23.132431, 150.710129,,,0,
860421,,"Racecourse Road",, -23.133741, 150.703400,,,0,
860423,,"Hughes Street",, -23.119028, 150.739029,,,0,
860424,,"Yeppoon Health Service",, -23.143698, 150.734665,,,0,
860425,,"Tanby Road",, -23.136328, 150.738754,,,0,
860426,,"Tanby Road",, -23.136822, 150.738678,,,0,
860427,,"Charles Street",, -23.134336, 150.737747,,,0,
860428,,"Coolsetti Street",, -23.134495, 150.737686,,,0,
860431,,"Department of Primary Industries",, -23.313452, 150.519226,,,0,
860432,,"Zilzie Store",, -23.273455, 150.819000,,,0,
860433,,"Yeppoon State High School",, -23.135691, 150.735626,,,0,
860434,,"Yeppoon State School",, -23.124672, 150.736710,,,0,
860445,,"Gracemere Shoppingworld",, -23.435600, 150.451935,,,0,
860446,,"Old Capricorn Highway",, -23.426535, 150.461151,,,0,
860455,,"R'hampton Grammar Sch - Hail and Ride Location",, -23.385548, 150.493790,,,0,
860465,,"Bernborough Drive",, -23.142382, 150.710892,,,0,
860466,,"Redbrae Road",, -23.128439, 150.677139,,,0,
860470,,"James Street Gracemere (Sch)",, -23.435547, 150.460373,,,0,
860471,,"Broadhurst Drv Gracemere (Sch)",, -23.438877, 150.461426,,,0,
860472,,"Fisher St Gracemere (Sch)",, -23.442432, 150.454651,,,0,
860473,,"Zamia Way (Sch)",, -23.455555, 150.471329,,,0,
860474,,"Origiano Av Gracemere (Sch)",, -23.453476, 150.460434,,,0,
860475,,"Cowan Street Gracemere (Sch)",, -23.451624, 150.466309,,,0,
860481,,"Moores Creek (Musgrave St)",, -23.355480, 150.523651,,,0,
860482,,"Moores Creek (Musgrave St)",, -23.355629, 150.524048,,,0,

